Region,Product_Type,Sales_Amount,Payment_Method,Transaction_Time
North,Furniture,623,Debit Card,6:00 PM
North,Toys,197,Bitcoin,9:00 AM
East,Toys,948,Debit Card,6:00 PM
East,Clothing,193,PayPal,1:00 PM
West,Clothing,152,Cash,11:00 AM
East,Groceries,861,Cash,3:00 PM
West,Furniture,142,PayPal,9:00 PM
East,Groceries,335,Credit Card,4:00 PM
North,Toys,473,Credit Card,11:00 AM
West,Clothing,168,Credit Card,6:00 PM
South,Clothing,78,Credit Card,11:00 AM
North,Clothing,560,Bitcoin,7:00 PM
West,Electronics,79,PayPal,11:00 AM
West,Toys,921,Cash,7:00 PM
South,Clothing,415,PayPal,2:00 PM
West,Toys,849,Cash,2:00 PM
East,Clothing,187,Credit Card,11:00 AM
South,Furniture,524,Bitcoin,2:00 PM
North,Toys,612,Debit Card,5:00 PM
North,Groceries,441,Debit Card,7:00 PM
East,Electronics,484,Credit Card,4:00 PM
North,Groceries,853,Credit Card,7:00 PM
West,Toys,283,PayPal,9:00 PM
West,Clothing,104,Bitcoin,9:00 PM
East,Toys,980,Bitcoin,3:00 PM
North,Electronics,341,PayPal,3:00 PM
North,Toys,801,Bitcoin,4:00 PM
East,Clothing,361,Bitcoin,3:00 PM
South,Groceries,597,Debit Card,9:00 PM
North,Furniture,138,Bitcoin,11:00 AM
South,Groceries,261,Credit Card,4:00 PM
North,Clothing,367,Debit Card,4:00 PM
North,Clothing,926,Credit Card,9:00 PM
North,Electronics,806,Credit Card,9:00 AM
North,Toys,514,PayPal,6:00 PM
West,Toys,136,Bitcoin,1:00 PM
South,Groceries,458,Bitcoin,1:00 PM
South,Furniture,289,Bitcoin,9:00 AM
North,Furniture,881,Bitcoin,2:00 PM
North,Electronics,749,Debit Card,2:00 PM
South,Clothing,106,Cash,8:00 PM
West,Electronics,162,Credit Card,12:00 PM
East,Toys,784,Cash,2:00 PM
East,Clothing,119,Cash,2:00 PM
South,Electronics,788,Cash,9:00 AM
North,Groceries,817,Debit Card,1:00 PM
North,Toys,741,Cash,10:00 AM
West,Furniture,233,Debit Card,3:00 PM
East,Electronics,752,PayPal,9:00 PM
West,Toys,793,PayPal,5:00 PM
East,Toys,325,PayPal,5:00 PM
South,Furniture,282,Debit Card,7:00 PM
East,Furniture,103,Debit Card,5:00 PM
West,Furniture,306,Credit Card,7:00 PM
West,Electronics,139,Cash,3:00 PM
West,Furniture,787,Bitcoin,3:00 PM
South,Groceries,808,Bitcoin,9:00 AM
East,Toys,955,Cash,7:00 PM
East,Furniture,712,Bitcoin,7:00 PM
West,Toys,484,Bitcoin,2:00 PM
East,Clothing,674,Bitcoin,1:00 PM
North,Clothing,457,Debit Card,4:00 PM
North,Furniture,318,Debit Card,4:00 PM
North,Toys,718,Debit Card,7:00 PM
East,Clothing,415,Cash,12:00 PM
South,Furniture,908,PayPal,9:00 AM
South,Toys,400,Bitcoin,2:00 PM
South,Furniture,348,Credit Card,6:00 PM
South,Toys,955,Debit Card,9:00 AM
North,Clothing,208,Credit Card,1:00 PM
North,Furniture,536,Bitcoin,1:00 PM
West,Clothing,891,PayPal,11:00 AM
East,Furniture,786,Credit Card,1:00 PM
East,Electronics,575,Bitcoin,2:00 PM
South,Clothing,404,Bitcoin,1:00 PM
North,Clothing,670,Debit Card,9:00 AM
South,Groceries,979,PayPal,8:00 PM
West,Clothing,450,Bitcoin,8:00 PM
East,Toys,454,PayPal,3:00 PM
East,Furniture,145,Debit Card,11:00 AM
South,Electronics,756,Credit Card,3:00 PM
West,Toys,619,Cash,1:00 PM
East,Toys,441,Cash,9:00 PM
West,Toys,401,Cash,8:00 PM
West,Toys,855,PayPal,11:00 AM
South,Electronics,715,Cash,9:00 PM
North,Groceries,625,Credit Card,7:00 PM
South,Clothing,719,Bitcoin,2:00 PM
North,Toys,826,PayPal,9:00 AM
West,Clothing,682,Credit Card,2:00 PM
North,Clothing,337,PayPal,9:00 PM
West,Toys,572,PayPal,9:00 PM
East,Groceries,775,PayPal,9:00 PM
East,Clothing,211,Debit Card,12:00 PM
East,Furniture,666,Bitcoin,12:00 PM
South,Clothing,963,Cash,1:00 PM
South,Toys,708,Debit Card,9:00 PM
West,Electronics,231,Bitcoin,5:00 PM
East,Clothing,899,Cash,9:00 AM
South,Groceries,598,Debit Card,11:00 AM
East,Furniture,131,Debit Card,7:00 PM
South,Furniture,573,Credit Card,12:00 PM
North,Electronics,53,Debit Card,10:00 AM
North,Electronics,544,PayPal,5:00 PM
East,Clothing,604,Debit Card,7:00 PM
West,Toys,972,PayPal,3:00 PM
South,Groceries,100,Bitcoin,9:00 AM
South,Furniture,310,Bitcoin,5:00 PM
North,Electronics,183,PayPal,2:00 PM
North,Groceries,648,Credit Card,10:00 AM
West,Toys,411,Credit Card,9:00 AM
West,Furniture,617,Bitcoin,2:00 PM
West,Furniture,266,Debit Card,3:00 PM
East,Toys,927,Bitcoin,6:00 PM
North,Furniture,117,Bitcoin,2:00 PM
East,Toys,913,PayPal,3:00 PM
North,Furniture,605,Credit Card,2:00 PM
North,Clothing,192,PayPal,4:00 PM
South,Toys,395,Bitcoin,10:00 AM
North,Groceries,603,Cash,5:00 PM
North,Clothing,700,Debit Card,5:00 PM
East,Groceries,634,Bitcoin,7:00 PM
North,Furniture,828,PayPal,5:00 PM
East,Groceries,243,Cash,3:00 PM
West,Clothing,716,Cash,5:00 PM
North,Toys,295,Bitcoin,9:00 AM
North,Electronics,363,Credit Card,11:00 AM
East,Groceries,779,Cash,10:00 AM
West,Electronics,433,Debit Card,7:00 PM
South,Groceries,814,PayPal,9:00 AM
West,Groceries,838,PayPal,1:00 PM
East,Toys,326,PayPal,9:00 AM
West,Furniture,121,Bitcoin,11:00 AM
East,Clothing,178,PayPal,2:00 PM
East,Clothing,407,PayPal,2:00 PM
South,Clothing,747,Debit Card,11:00 AM
North,Furniture,574,Credit Card,12:00 PM
East,Electronics,890,Bitcoin,3:00 PM
East,Clothing,269,Bitcoin,2:00 PM
South,Electronics,55,PayPal,9:00 PM
East,Furniture,800,Debit Card,7:00 PM
North,Furniture,673,Cash,10:00 AM
South,Toys,277,PayPal,5:00 PM
North,Clothing,66,PayPal,2:00 PM
North,Toys,634,Bitcoin,10:00 AM
South,Clothing,61,Bitcoin,3:00 PM
East,Furniture,647,PayPal,7:00 PM
North,Furniture,548,Bitcoin,7:00 PM
North,Groceries,741,Debit Card,6:00 PM
North,Groceries,683,Cash,6:00 PM
North,Furniture,765,Cash,12:00 PM
South,Furniture,551,Cash,9:00 AM
South,Electronics,119,PayPal,6:00 PM
West,Electronics,157,PayPal,5:00 PM
West,Toys,250,PayPal,9:00 PM
North,Groceries,101,Debit Card,7:00 PM
East,Groceries,598,Cash,6:00 PM
North,Furniture,678,Bitcoin,4:00 PM
East,Furniture,308,Bitcoin,1:00 PM
North,Toys,531,Credit Card,11:00 AM
West,Groceries,313,Credit Card,12:00 PM
West,Electronics,955,Bitcoin,11:00 AM
East,Clothing,352,Cash,6:00 PM
North,Toys,986,PayPal,4:00 PM
East,Clothing,625,Bitcoin,9:00 PM
West,Electronics,603,Bitcoin,1:00 PM
North,Electronics,604,Credit Card,9:00 PM
North,Clothing,174,Cash,7:00 PM
East,Toys,954,Bitcoin,4:00 PM
South,Clothing,319,PayPal,9:00 AM
East,Toys,908,PayPal,5:00 PM
West,Toys,794,Debit Card,7:00 PM
West,Furniture,529,PayPal,6:00 PM
West,Groceries,181,Bitcoin,11:00 AM
West,Groceries,51,Bitcoin,9:00 AM
West,Electronics,164,PayPal,11:00 AM
South,Furniture,530,Credit Card,9:00 PM
North,Groceries,50,Cash,10:00 AM
East,Toys,380,Bitcoin,3:00 PM
East,Toys,626,PayPal,6:00 PM
West,Clothing,991,PayPal,12:00 PM
East,Clothing,686,Bitcoin,3:00 PM
West,Toys,817,Debit Card,11:00 AM
South,Toys,440,Cash,2:00 PM
South,Clothing,883,Bitcoin,3:00 PM
North,Groceries,192,PayPal,3:00 PM
South,Electronics,377,Debit Card,1:00 PM
South,Clothing,807,Bitcoin,2:00 PM
North,Groceries,677,Cash,11:00 AM
East,Groceries,426,Debit Card,8:00 PM
West,Groceries,864,PayPal,12:00 PM
West,Furniture,139,Credit Card,7:00 PM
East,Furniture,857,Cash,2:00 PM
North,Groceries,91,Debit Card,11:00 AM
East,Toys,996,Bitcoin,3:00 PM
South,Furniture,84,Bitcoin,11:00 AM
North,Clothing,543,Debit Card,5:00 PM
North,Furniture,602,Bitcoin,12:00 PM
North,Toys,902,Debit Card,10:00 AM
West,Electronics,173,Cash,2:00 PM
East,Furniture,106,Bitcoin,5:00 PM
North,Groceries,855,Cash,9:00 PM
North,Groceries,505,PayPal,6:00 PM
North,Groceries,284,PayPal,6:00 PM
East,Electronics,657,PayPal,10:00 AM
West,Toys,441,PayPal,12:00 PM
South,Clothing,541,Bitcoin,1:00 PM
West,Toys,880,Debit Card,5:00 PM
North,Electronics,392,Bitcoin,3:00 PM
West,Groceries,693,Bitcoin,1:00 PM
West,Toys,225,Cash,2:00 PM
South,Clothing,101,Debit Card,5:00 PM
East,Groceries,599,Credit Card,12:00 PM
East,Clothing,527,Credit Card,9:00 PM
West,Furniture,538,Debit Card,10:00 AM
West,Clothing,904,Credit Card,1:00 PM
East,Groceries,54,Debit Card,3:00 PM
East,Furniture,774,Cash,8:00 PM
South,Groceries,681,Cash,12:00 PM
North,Groceries,887,Bitcoin,8:00 PM
West,Furniture,930,Credit Card,9:00 AM
East,Clothing,258,Debit Card,4:00 PM
West,Electronics,266,Cash,1:00 PM
West,Electronics,585,Bitcoin,6:00 PM
East,Electronics,391,Credit Card,10:00 AM
South,Electronics,766,Credit Card,11:00 AM
West,Toys,450,Credit Card,8:00 PM
South,Electronics,511,Cash,6:00 PM
East,Furniture,787,Cash,8:00 PM
North,Electronics,779,Credit Card,6:00 PM
North,Groceries,260,Cash,1:00 PM
West,Electronics,75,Credit Card,7:00 PM
East,Clothing,301,PayPal,12:00 PM
South,Furniture,52,Cash,5:00 PM
West,Furniture,51,Debit Card,5:00 PM
East,Toys,653,Cash,4:00 PM
East,Groceries,51,Credit Card,10:00 AM
South,Furniture,199,Debit Card,1:00 PM
West,Clothing,632,Bitcoin,4:00 PM
East,Electronics,53,Debit Card,4:00 PM
East,Furniture,546,Debit Card,3:00 PM
East,Clothing,599,Cash,12:00 PM
South,Electronics,920,Debit Card,11:00 AM
West,Toys,517,Debit Card,4:00 PM
West,Furniture,119,Credit Card,4:00 PM
West,Furniture,250,Cash,9:00 PM
West,Clothing,357,Credit Card,6:00 PM
North,Groceries,301,Cash,1:00 PM
North,Toys,336,Bitcoin,11:00 AM
West,Groceries,971,Debit Card,1:00 PM
South,Furniture,341,Cash,12:00 PM
North,Groceries,203,Debit Card,4:00 PM
East,Electronics,973,Debit Card,10:00 AM
North,Toys,182,PayPal,7:00 PM
East,Groceries,932,Credit Card,4:00 PM
West,Electronics,635,Cash,6:00 PM
North,Clothing,323,Bitcoin,2:00 PM
South,Groceries,832,PayPal,12:00 PM
North,Toys,746,Credit Card,7:00 PM
North,Electronics,558,Bitcoin,11:00 AM
North,Groceries,402,Bitcoin,6:00 PM
West,Clothing,54,Debit Card,9:00 PM
South,Groceries,342,Credit Card,1:00 PM
North,Electronics,409,PayPal,2:00 PM
South,Groceries,647,Cash,9:00 AM
West,Toys,263,Cash,9:00 AM
East,Furniture,455,PayPal,7:00 PM
North,Electronics,485,Debit Card,6:00 PM
South,Electronics,64,Debit Card,11:00 AM
South,Electronics,322,Bitcoin,10:00 AM
West,Electronics,612,Credit Card,8:00 PM
North,Groceries,814,Bitcoin,9:00 AM
East,Toys,94,Cash,7:00 PM
South,Clothing,752,PayPal,4:00 PM
North,Toys,683,Credit Card,8:00 PM
East,Electronics,461,PayPal,9:00 PM
South,Groceries,236,Credit Card,9:00 AM
South,Groceries,775,Cash,6:00 PM
East,Electronics,710,Cash,4:00 PM
East,Groceries,219,Credit Card,1:00 PM
West,Electronics,770,Debit Card,9:00 PM
North,Toys,643,Credit Card,12:00 PM
North,Furniture,450,Cash,4:00 PM
West,Groceries,757,PayPal,4:00 PM
South,Electronics,295,Bitcoin,7:00 PM
East,Electronics,952,PayPal,4:00 PM
East,Groceries,906,Cash,11:00 AM
East,Clothing,918,PayPal,8:00 PM
South,Electronics,601,Debit Card,4:00 PM
East,Groceries,729,Debit Card,9:00 PM
East,Electronics,92,Credit Card,9:00 AM
West,Clothing,890,PayPal,9:00 PM
South,Furniture,772,PayPal,12:00 PM
North,Clothing,228,Cash,1:00 PM
West,Toys,506,Credit Card,2:00 PM
West,Groceries,584,Credit Card,1:00 PM
North,Clothing,656,PayPal,1:00 PM
West,Furniture,721,Bitcoin,1:00 PM
South,Electronics,293,PayPal,5:00 PM
East,Groceries,976,PayPal,6:00 PM
South,Clothing,66,PayPal,6:00 PM
North,Furniture,161,Debit Card,11:00 AM
North,Clothing,664,Credit Card,10:00 AM
West,Toys,875,Debit Card,6:00 PM
South,Groceries,647,Bitcoin,10:00 AM
South,Electronics,596,Cash,4:00 PM
North,Furniture,79,Bitcoin,1:00 PM
South,Clothing,241,Credit Card,1:00 PM
North,Groceries,486,Cash,2:00 PM
South,Clothing,228,Bitcoin,5:00 PM
South,Groceries,665,Credit Card,3:00 PM
South,Toys,726,Bitcoin,1:00 PM
North,Clothing,523,Cash,1:00 PM
West,Toys,683,Cash,6:00 PM
South,Furniture,183,Bitcoin,5:00 PM
North,Toys,851,Debit Card,5:00 PM
North,Groceries,361,Bitcoin,10:00 AM
South,Furniture,785,Bitcoin,3:00 PM
South,Clothing,74,Bitcoin,6:00 PM
West,Clothing,420,Debit Card,9:00 AM
North,Groceries,574,PayPal,12:00 PM
North,Electronics,368,Cash,10:00 AM
East,Electronics,279,Credit Card,6:00 PM
North,Clothing,151,Cash,5:00 PM
West,Groceries,499,Cash,8:00 PM
East,Electronics,427,PayPal,2:00 PM
East,Toys,937,Cash,12:00 PM
East,Clothing,950,Cash,11:00 AM
South,Toys,252,Debit Card,12:00 PM
South,Groceries,316,Debit Card,10:00 AM
North,Toys,511,Debit Card,1:00 PM
East,Electronics,414,Debit Card,5:00 PM
West,Electronics,783,Debit Card,2:00 PM
South,Furniture,153,Credit Card,10:00 AM
West,Clothing,160,PayPal,2:00 PM
West,Groceries,477,Bitcoin,5:00 PM
South,Clothing,518,Debit Card,12:00 PM
South,Toys,630,PayPal,9:00 AM
South,Groceries,919,Bitcoin,10:00 AM
South,Groceries,819,Cash,1:00 PM
East,Electronics,729,Cash,6:00 PM
East,Toys,854,PayPal,3:00 PM
East,Electronics,935,Credit Card,4:00 PM
East,Electronics,610,Credit Card,11:00 AM
North,Furniture,299,PayPal,5:00 PM
East,Electronics,531,Credit Card,10:00 AM
South,Clothing,380,Credit Card,12:00 PM
West,Groceries,981,Cash,12:00 PM
East,Electronics,636,Credit Card,2:00 PM
North,Clothing,250,Credit Card,6:00 PM
South,Toys,503,PayPal,2:00 PM
West,Groceries,553,Credit Card,11:00 AM
West,Toys,595,Debit Card,5:00 PM
East,Clothing,875,Debit Card,7:00 PM
West,Toys,160,PayPal,1:00 PM
East,Toys,982,Debit Card,10:00 AM
East,Toys,913,Cash,2:00 PM
South,Electronics,877,PayPal,11:00 AM
South,Electronics,957,Credit Card,4:00 PM
North,Electronics,798,Debit Card,9:00 PM
South,Groceries,593,Cash,11:00 AM
South,Clothing,258,PayPal,1:00 PM
East,Electronics,693,PayPal,12:00 PM
South,Toys,667,Credit Card,12:00 PM
East,Toys,82,Bitcoin,10:00 AM
East,Toys,604,Debit Card,4:00 PM
South,Toys,929,Cash,11:00 AM
North,Furniture,156,PayPal,12:00 PM
North,Groceries,314,Debit Card,2:00 PM
West,Clothing,275,Cash,5:00 PM
West,Clothing,536,Cash,8:00 PM
South,Electronics,228,PayPal,12:00 PM
North,Furniture,271,Debit Card,11:00 AM
East,Clothing,419,Cash,1:00 PM
West,Groceries,686,PayPal,5:00 PM
East,Toys,837,Debit Card,9:00 AM
West,Electronics,216,Debit Card,1:00 PM
South,Groceries,712,PayPal,7:00 PM
North,Clothing,602,Debit Card,12:00 PM
West,Furniture,349,Bitcoin,1:00 PM
North,Electronics,430,Cash,3:00 PM
East,Clothing,84,Cash,3:00 PM
South,Electronics,456,Debit Card,3:00 PM
North,Clothing,551,PayPal,9:00 AM
South,Toys,363,Credit Card,5:00 PM
North,Furniture,865,Debit Card,3:00 PM
East,Toys,792,Credit Card,12:00 PM
East,Clothing,776,Debit Card,12:00 PM
South,Groceries,875,Credit Card,10:00 AM
East,Toys,150,Debit Card,2:00 PM
West,Groceries,618,PayPal,9:00 PM
North,Clothing,264,Credit Card,8:00 PM
East,Furniture,984,Bitcoin,6:00 PM
West,Groceries,717,PayPal,11:00 AM
South,Clothing,625,Debit Card,9:00 AM
West,Groceries,111,Credit Card,1:00 PM
South,Toys,900,Cash,2:00 PM
South,Clothing,418,PayPal,7:00 PM
North,Toys,417,Credit Card,1:00 PM
North,Electronics,623,PayPal,1:00 PM
West,Clothing,143,Credit Card,8:00 PM
North,Groceries,518,Cash,6:00 PM
North,Electronics,902,Bitcoin,9:00 PM
North,Toys,75,Cash,7:00 PM
West,Toys,484,Debit Card,9:00 PM
East,Groceries,170,PayPal,4:00 PM
North,Electronics,99,Bitcoin,6:00 PM
North,Furniture,932,PayPal,9:00 AM
West,Groceries,813,Credit Card,4:00 PM
East,Toys,85,Debit Card,9:00 PM
North,Clothing,459,Debit Card,7:00 PM
South,Electronics,338,PayPal,3:00 PM
West,Furniture,428,Debit Card,9:00 AM
North,Clothing,149,PayPal,5:00 PM
North,Electronics,373,Credit Card,8:00 PM
South,Groceries,378,Credit Card,12:00 PM
South,Groceries,697,PayPal,9:00 PM
West,Electronics,755,Cash,3:00 PM
West,Furniture,270,Cash,11:00 AM
South,Electronics,840,Credit Card,4:00 PM
West,Clothing,887,Bitcoin,12:00 PM
South,Clothing,616,Cash,10:00 AM
North,Groceries,988,PayPal,10:00 AM
South,Electronics,159,Credit Card,4:00 PM
South,Groceries,198,Debit Card,4:00 PM
East,Furniture,455,Debit Card,9:00 AM
South,Clothing,826,Cash,2:00 PM
South,Toys,723,Bitcoin,5:00 PM
East,Toys,748,Cash,5:00 PM
West,Electronics,459,Bitcoin,10:00 AM
East,Electronics,178,Cash,4:00 PM
North,Toys,533,Debit Card,4:00 PM
East,Electronics,157,Bitcoin,12:00 PM
North,Clothing,438,Debit Card,12:00 PM
West,Furniture,474,PayPal,1:00 PM
East,Furniture,496,PayPal,7:00 PM
East,Groceries,967,Credit Card,6:00 PM
West,Clothing,117,Debit Card,3:00 PM
North,Electronics,993,Debit Card,9:00 AM
East,Electronics,115,Credit Card,7:00 PM
North,Groceries,705,PayPal,5:00 PM
East,Groceries,614,PayPal,11:00 AM
South,Electronics,689,Bitcoin,7:00 PM
East,Electronics,553,Bitcoin,12:00 PM
West,Clothing,553,PayPal,3:00 PM
West,Groceries,370,Cash,1:00 PM
North,Clothing,768,Debit Card,1:00 PM
East,Electronics,881,Bitcoin,9:00 AM
North,Toys,777,Cash,10:00 AM
North,Toys,629,Bitcoin,1:00 PM
South,Electronics,496,Credit Card,10:00 AM
South,Groceries,623,Debit Card,9:00 AM
West,Toys,259,Bitcoin,6:00 PM
North,Groceries,898,PayPal,11:00 AM
West,Toys,888,Credit Card,7:00 PM
East,Groceries,419,Credit Card,9:00 AM
North,Toys,990,PayPal,6:00 PM
North,Groceries,613,Credit Card,4:00 PM
East,Clothing,677,Debit Card,4:00 PM
East,Groceries,942,Bitcoin,4:00 PM
West,Clothing,507,Credit Card,3:00 PM
West,Clothing,944,Debit Card,3:00 PM
East,Electronics,626,PayPal,10:00 AM
West,Clothing,691,Bitcoin,5:00 PM
East,Furniture,738,PayPal,3:00 PM
North,Clothing,839,Bitcoin,1:00 PM
North,Groceries,974,Credit Card,12:00 PM
South,Clothing,212,Credit Card,4:00 PM
North,Groceries,381,Bitcoin,1:00 PM
East,Groceries,713,Debit Card,2:00 PM
West,Furniture,399,Debit Card,12:00 PM
South,Clothing,797,Debit Card,10:00 AM
West,Clothing,719,Cash,8:00 PM
East,Toys,517,Debit Card,3:00 PM
North,Toys,475,Credit Card,8:00 PM
South,Electronics,376,Cash,10:00 AM
East,Groceries,155,Debit Card,7:00 PM
South,Furniture,867,Credit Card,8:00 PM
South,Toys,304,Cash,3:00 PM
North,Clothing,407,Credit Card,3:00 PM
East,Electronics,493,Bitcoin,9:00 AM
West,Furniture,162,Credit Card,9:00 PM
South,Clothing,79,Cash,6:00 PM
South,Clothing,573,Debit Card,6:00 PM
West,Groceries,738,Cash,8:00 PM
East,Groceries,899,Debit Card,11:00 AM
South,Toys,95,Debit Card,11:00 AM
South,Toys,220,PayPal,9:00 PM
South,Clothing,179,Bitcoin,9:00 PM
East,Clothing,806,PayPal,7:00 PM
East,Toys,402,Cash,2:00 PM
West,Toys,252,PayPal,7:00 PM
East,Clothing,275,Debit Card,11:00 AM
East,Furniture,129,Cash,8:00 PM
North,Clothing,359,PayPal,5:00 PM
West,Furniture,84,Credit Card,1:00 PM
South,Furniture,613,Bitcoin,2:00 PM
East,Clothing,210,Credit Card,2:00 PM
South,Electronics,645,Cash,4:00 PM
South,Toys,889,PayPal,6:00 PM
North,Groceries,484,Debit Card,7:00 PM
East,Clothing,587,PayPal,11:00 AM
West,Furniture,274,Cash,5:00 PM
East,Clothing,495,Cash,3:00 PM
South,Toys,366,Cash,7:00 PM
West,Furniture,715,Cash,9:00 PM
East,Groceries,854,PayPal,2:00 PM
South,Groceries,463,Credit Card,7:00 PM
South,Groceries,144,Debit Card,9:00 AM
North,Electronics,274,Debit Card,12:00 PM
North,Furniture,828,Bitcoin,1:00 PM
North,Furniture,998,Cash,8:00 PM
South,Electronics,602,Cash,10:00 AM
East,Furniture,694,Cash,9:00 AM
North,Electronics,115,Credit Card,10:00 AM
East,Clothing,446,Cash,4:00 PM
North,Toys,259,Bitcoin,6:00 PM
West,Groceries,523,Bitcoin,2:00 PM
West,Electronics,714,Credit Card,6:00 PM
North,Electronics,733,Cash,10:00 AM
South,Electronics,959,PayPal,5:00 PM
North,Clothing,886,PayPal,4:00 PM
North,Electronics,620,Debit Card,12:00 PM
South,Toys,745,Credit Card,7:00 PM
West,Toys,539,PayPal,6:00 PM
East,Groceries,229,Debit Card,3:00 PM
North,Clothing,883,Bitcoin,11:00 AM
South,Toys,885,Debit Card,2:00 PM
North,Furniture,573,Cash,11:00 AM
South,Furniture,508,Cash,6:00 PM
East,Furniture,117,Bitcoin,9:00 PM
East,Electronics,988,Credit Card,11:00 AM
West,Electronics,378,Cash,9:00 PM
South,Furniture,251,Cash,8:00 PM
South,Groceries,524,Debit Card,7:00 PM
West,Groceries,567,Debit Card,5:00 PM
West,Electronics,64,Debit Card,2:00 PM
South,Furniture,91,PayPal,4:00 PM
West,Groceries,592,Bitcoin,12:00 PM
East,Electronics,742,Credit Card,12:00 PM
North,Furniture,823,Debit Card,4:00 PM
East,Clothing,338,Credit Card,3:00 PM
West,Furniture,974,Debit Card,1:00 PM
South,Furniture,582,Cash,10:00 AM
South,Toys,941,Credit Card,2:00 PM
East,Toys,743,PayPal,9:00 AM
South,Clothing,745,Debit Card,3:00 PM
West,Clothing,293,Bitcoin,5:00 PM
East,Furniture,911,Cash,1:00 PM
South,Groceries,710,Debit Card,1:00 PM
North,Clothing,817,Credit Card,8:00 PM
North,Furniture,661,Debit Card,3:00 PM
West,Electronics,616,Cash,1:00 PM
South,Toys,747,Bitcoin,6:00 PM
West,Groceries,881,Bitcoin,8:00 PM
East,Furniture,647,Bitcoin,8:00 PM
North,Electronics,223,Cash,12:00 PM
East,Toys,583,Debit Card,9:00 AM
South,Electronics,558,Cash,2:00 PM
West,Furniture,293,Cash,5:00 PM
West,Clothing,109,Debit Card,12:00 PM
West,Toys,153,PayPal,6:00 PM
East,Electronics,700,Bitcoin,7:00 PM
North,Clothing,352,Credit Card,12:00 PM
East,Groceries,720,Credit Card,1:00 PM
East,Furniture,793,Debit Card,2:00 PM
South,Furniture,126,Credit Card,11:00 AM
South,Toys,67,PayPal,5:00 PM
South,Electronics,583,Cash,9:00 AM
North,Groceries,233,Bitcoin,7:00 PM
North,Toys,706,Credit Card,2:00 PM
South,Toys,599,Credit Card,2:00 PM
South,Electronics,330,Debit Card,4:00 PM
North,Groceries,337,Debit Card,1:00 PM
West,Electronics,704,Cash,5:00 PM
North,Furniture,574,Bitcoin,5:00 PM
North,Clothing,747,Credit Card,8:00 PM
North,Furniture,523,Cash,10:00 AM
South,Furniture,995,Bitcoin,1:00 PM
West,Toys,316,Cash,8:00 PM
North,Furniture,830,Credit Card,3:00 PM
South,Groceries,658,Debit Card,10:00 AM
East,Furniture,995,Debit Card,3:00 PM
East,Groceries,406,Debit Card,5:00 PM
North,Electronics,855,PayPal,4:00 PM
East,Toys,50,Cash,6:00 PM
West,Groceries,856,Credit Card,5:00 PM
East,Furniture,76,Cash,12:00 PM
East,Toys,597,Debit Card,4:00 PM
West,Toys,209,Cash,5:00 PM
North,Groceries,986,Bitcoin,6:00 PM
North,Groceries,448,Cash,8:00 PM
West,Clothing,592,PayPal,10:00 AM
West,Clothing,176,PayPal,6:00 PM
West,Toys,823,Debit Card,11:00 AM
East,Clothing,906,Credit Card,9:00 AM
West,Furniture,997,Bitcoin,9:00 AM
South,Electronics,259,Credit Card,6:00 PM
East,Toys,199,Credit Card,2:00 PM
North,Electronics,80,Bitcoin,9:00 AM
North,Clothing,661,PayPal,1:00 PM
North,Groceries,890,Debit Card,2:00 PM
East,Toys,351,Cash,5:00 PM
South,Clothing,914,PayPal,2:00 PM
West,Furniture,780,Debit Card,12:00 PM
West,Toys,814,PayPal,9:00 AM
North,Toys,732,Bitcoin,2:00 PM
North,Groceries,306,Credit Card,3:00 PM
East,Toys,989,Bitcoin,1:00 PM
South,Groceries,106,Cash,2:00 PM
West,Clothing,58,Bitcoin,6:00 PM
East,Furniture,54,Credit Card,4:00 PM
West,Furniture,896,PayPal,9:00 AM
North,Toys,163,Debit Card,4:00 PM
West,Toys,826,Cash,8:00 PM
South,Clothing,734,PayPal,9:00 PM
South,Groceries,781,Debit Card,7:00 PM
North,Furniture,254,Credit Card,10:00 AM
South,Groceries,73,Bitcoin,10:00 AM
South,Clothing,542,PayPal,4:00 PM
East,Furniture,731,Debit Card,10:00 AM
West,Furniture,455,Debit Card,4:00 PM
North,Electronics,152,Bitcoin,1:00 PM
North,Clothing,109,PayPal,5:00 PM
North,Clothing,135,PayPal,5:00 PM
North,Electronics,816,Credit Card,4:00 PM
North,Groceries,726,PayPal,5:00 PM
South,Electronics,421,Bitcoin,3:00 PM
East,Clothing,728,PayPal,4:00 PM
North,Groceries,645,Credit Card,2:00 PM
East,Furniture,251,Debit Card,5:00 PM
East,Electronics,651,PayPal,10:00 AM
South,Groceries,138,Bitcoin,11:00 AM
North,Groceries,486,PayPal,10:00 AM
South,Groceries,169,Cash,2:00 PM
North,Electronics,205,Credit Card,11:00 AM
South,Furniture,448,Debit Card,7:00 PM
East,Groceries,749,Cash,9:00 AM
North,Electronics,237,Bitcoin,12:00 PM
West,Clothing,823,PayPal,1:00 PM
East,Electronics,101,Credit Card,8:00 PM
West,Electronics,701,PayPal,7:00 PM
East,Electronics,580,PayPal,12:00 PM
South,Groceries,529,PayPal,2:00 PM
North,Electronics,636,PayPal,11:00 AM
East,Clothing,279,Credit Card,6:00 PM
South,Groceries,530,Cash,2:00 PM
North,Clothing,179,Bitcoin,6:00 PM
North,Toys,104,Cash,9:00 AM
East,Electronics,320,Credit Card,2:00 PM
North,Groceries,149,Bitcoin,9:00 PM
East,Groceries,118,Debit Card,4:00 PM
North,Electronics,960,Cash,6:00 PM
